case_base,seed,scheduler,avg_relative_cct_vs_dynamic
n20_mix1L1M1S,42,ocs_eps_global_ksp,1.185
n20_mix1L1M1S,42,pure_ocs_ksp,1.011
n20_mix1L1M1S,42,eps_ecmp,0.626
n20_mix1L1M1S,42,pure_ocs_ksp_greedy,1.057
n20_mix1L1M1S,42,ocs_eps_preset_dynamic_greedy,1.000
n20_mix1L1M1S,42,pure_ocs_pruned,0.984
n20_mix1L1M1S,42,ocs_eps_pruned,0.704
n20_mix1L1M1S,42,ocs_eps_large_small,1.432
n20_mix1L1M1S,42,ocs_eps_preset_greedy,1.789
n20_mix1L1M1S,42,pure_ocs_3hop_preset,0.984
n20_mix1L1M1S,43,ocs_eps_global_ksp,1.114
n20_mix1L1M1S,43,pure_ocs_ksp,0.839
n20_mix1L1M1S,43,eps_ecmp,0.629
n20_mix1L1M1S,43,pure_ocs_ksp_greedy,0.795
n20_mix1L1M1S,43,ocs_eps_preset_dynamic_greedy,1.000
n20_mix1L1M1S,43,pure_ocs_pruned,0.812
n20_mix1L1M1S,43,ocs_eps_pruned,0.819
n20_mix1L1M1S,43,ocs_eps_large_small,1.545
n20_mix1L1M1S,43,ocs_eps_preset_greedy,1.396
n20_mix1L1M1S,43,pure_ocs_3hop_preset,0.812
n20_mix1L1M1S,44,ocs_eps_global_ksp,0.915
n20_mix1L1M1S,44,pure_ocs_ksp,0.972
n20_mix1L1M1S,44,eps_ecmp,0.571
n20_mix1L1M1S,44,pure_ocs_ksp_greedy,1.190
n20_mix1L1M1S,44,ocs_eps_preset_dynamic_greedy,1.000
n20_mix1L1M1S,44,pure_ocs_pruned,0.970
n20_mix1L1M1S,44,ocs_eps_pruned,0.629
n20_mix1L1M1S,44,ocs_eps_large_small,1.659
n20_mix1L1M1S,44,ocs_eps_preset_greedy,1.131
n20_mix1L1M1S,44,pure_ocs_3hop_preset,0.970
n20_mix1L1M1S,45,ocs_eps_global_ksp,1.227
n20_mix1L1M1S,45,pure_ocs_ksp,1.786
n20_mix1L1M1S,45,eps_ecmp,0.778
n20_mix1L1M1S,45,pure_ocs_ksp_greedy,1.323
n20_mix1L1M1S,45,ocs_eps_preset_dynamic_greedy,1.000
n20_mix1L1M1S,45,pure_ocs_pruned,1.262
n20_mix1L1M1S,45,ocs_eps_pruned,1.469
n20_mix1L1M1S,45,ocs_eps_large_small,2.775
n20_mix1L1M1S,45,ocs_eps_preset_greedy,1.477
n20_mix1L1M1S,45,pure_ocs_3hop_preset,1.262
n20_mix1L1M1S,46,ocs_eps_global_ksp,1.353
n20_mix1L1M1S,46,pure_ocs_ksp,0.982
n20_mix1L1M1S,46,eps_ecmp,0.946
n20_mix1L1M1S,46,pure_ocs_ksp_greedy,1.814
n20_mix1L1M1S,46,ocs_eps_preset_dynamic_greedy,1.000
n20_mix1L1M1S,46,pure_ocs_pruned,0.954
n20_mix1L1M1S,46,ocs_eps_pruned,0.947
n20_mix1L1M1S,46,ocs_eps_large_small,1.478
n20_mix1L1M1S,46,ocs_eps_preset_greedy,1.271
n20_mix1L1M1S,46,pure_ocs_3hop_preset,0.954
n20_mix1L1M1S,47,ocs_eps_global_ksp,1.059
n20_mix1L1M1S,47,pure_ocs_ksp,1.172
n20_mix1L1M1S,47,eps_ecmp,0.534
n20_mix1L1M1S,47,pure_ocs_ksp_greedy,0.988
n20_mix1L1M1S,47,ocs_eps_preset_dynamic_greedy,1.000
n20_mix1L1M1S,47,pure_ocs_pruned,0.757
n20_mix1L1M1S,47,ocs_eps_pruned,0.671
n20_mix1L1M1S,47,ocs_eps_large_small,1.477
n20_mix1L1M1S,47,ocs_eps_preset_greedy,1.105
n20_mix1L1M1S,47,pure_ocs_3hop_preset,0.757
n20_mix1L1M1S,48,ocs_eps_global_ksp,1.390
n20_mix1L1M1S,48,pure_ocs_ksp,1.044
n20_mix1L1M1S,48,eps_ecmp,0.571
n20_mix1L1M1S,48,pure_ocs_ksp_greedy,1.049
n20_mix1L1M1S,48,ocs_eps_preset_dynamic_greedy,1.000
n20_mix1L1M1S,48,pure_ocs_pruned,1.254
n20_mix1L1M1S,48,ocs_eps_pruned,0.966
n20_mix1L1M1S,48,ocs_eps_large_small,1.837
n20_mix1L1M1S,48,ocs_eps_preset_greedy,1.030
n20_mix1L1M1S,48,pure_ocs_3hop_preset,1.254
n20_mix1L1M1S,49,ocs_eps_global_ksp,1.084
n20_mix1L1M1S,49,pure_ocs_ksp,1.097
n20_mix1L1M1S,49,eps_ecmp,0.762
n20_mix1L1M1S,49,pure_ocs_ksp_greedy,0.734
n20_mix1L1M1S,49,ocs_eps_preset_dynamic_greedy,1.000
n20_mix1L1M1S,49,pure_ocs_pruned,1.082
n20_mix1L1M1S,49,ocs_eps_pruned,0.962
n20_mix1L1M1S,49,ocs_eps_large_small,2.059
n20_mix1L1M1S,49,ocs_eps_preset_greedy,1.111
n20_mix1L1M1S,49,pure_ocs_3hop_preset,1.082
n20_mix1L1M1S,50,ocs_eps_global_ksp,1.243
n20_mix1L1M1S,50,pure_ocs_ksp,0.896
n20_mix1L1M1S,50,eps_ecmp,0.641
n20_mix1L1M1S,50,pure_ocs_ksp_greedy,0.825
n20_mix1L1M1S,50,ocs_eps_preset_dynamic_greedy,1.000
n20_mix1L1M1S,50,pure_ocs_pruned,0.633
n20_mix1L1M1S,50,ocs_eps_pruned,0.683
n20_mix1L1M1S,50,ocs_eps_large_small,1.591
n20_mix1L1M1S,50,ocs_eps_preset_greedy,1.100
n20_mix1L1M1S,50,pure_ocs_3hop_preset,0.633
n20_mix1L1M1S,51,ocs_eps_global_ksp,0.742
n20_mix1L1M1S,51,pure_ocs_ksp,0.596
n20_mix1L1M1S,51,eps_ecmp,0.851
n20_mix1L1M1S,51,pure_ocs_ksp_greedy,0.852
n20_mix1L1M1S,51,ocs_eps_preset_dynamic_greedy,1.000
n20_mix1L1M1S,51,pure_ocs_pruned,0.973
n20_mix1L1M1S,51,ocs_eps_pruned,0.589
n20_mix1L1M1S,51,ocs_eps_large_small,1.214
n20_mix1L1M1S,51,ocs_eps_preset_greedy,1.084
n20_mix1L1M1S,51,pure_ocs_3hop_preset,0.973
n40_mix3L2M1S,42,ocs_eps_global_ksp,1.264
n40_mix3L2M1S,42,pure_ocs_ksp,1.193
n40_mix3L2M1S,42,eps_ecmp,0.779
n40_mix3L2M1S,42,pure_ocs_ksp_greedy,1.082
n40_mix3L2M1S,42,ocs_eps_preset_dynamic_greedy,1.000
n40_mix3L2M1S,42,pure_ocs_pruned,1.106
n40_mix3L2M1S,42,ocs_eps_pruned,0.792
n40_mix3L2M1S,42,ocs_eps_large_small,1.431
n40_mix3L2M1S,42,ocs_eps_preset_greedy,1.790
n40_mix3L2M1S,42,pure_ocs_3hop_preset,1.106
n40_mix3L2M1S,43,ocs_eps_global_ksp,1.528
n40_mix3L2M1S,43,pure_ocs_ksp,1.791
n40_mix3L2M1S,43,eps_ecmp,0.696
n40_mix3L2M1S,43,pure_ocs_ksp_greedy,1.630
n40_mix3L2M1S,43,ocs_eps_preset_dynamic_greedy,1.000
n40_mix3L2M1S,43,pure_ocs_pruned,1.832
n40_mix3L2M1S,43,ocs_eps_pruned,1.252
n40_mix3L2M1S,43,ocs_eps_large_small,2.359
n40_mix3L2M1S,43,ocs_eps_preset_greedy,1.735
n40_mix3L2M1S,43,pure_ocs_3hop_preset,1.832
n40_mix3L2M1S,44,ocs_eps_global_ksp,1.205
n40_mix3L2M1S,44,pure_ocs_ksp,0.873
n40_mix3L2M1S,44,eps_ecmp,0.510
n40_mix3L2M1S,44,pure_ocs_ksp_greedy,1.124
n40_mix3L2M1S,44,ocs_eps_preset_dynamic_greedy,1.000
n40_mix3L2M1S,44,pure_ocs_pruned,0.947
n40_mix3L2M1S,44,ocs_eps_pruned,0.909
n40_mix3L2M1S,44,ocs_eps_large_small,1.293
n40_mix3L2M1S,44,ocs_eps_preset_greedy,1.086
n40_mix3L2M1S,44,pure_ocs_3hop_preset,0.947
n40_mix3L2M1S,45,ocs_eps_global_ksp,1.028
n40_mix3L2M1S,45,pure_ocs_ksp,1.269
n40_mix3L2M1S,45,eps_ecmp,0.802
n40_mix3L2M1S,45,pure_ocs_ksp_greedy,1.146
n40_mix3L2M1S,45,ocs_eps_preset_dynamic_greedy,1.000
n40_mix3L2M1S,45,pure_ocs_pruned,1.309
n40_mix3L2M1S,45,ocs_eps_pruned,1.073
n40_mix3L2M1S,45,ocs_eps_large_small,1.561
n40_mix3L2M1S,45,ocs_eps_preset_greedy,1.421
n40_mix3L2M1S,45,pure_ocs_3hop_preset,1.309
n40_mix3L2M1S,46,ocs_eps_global_ksp,1.181
n40_mix3L2M1S,46,pure_ocs_ksp,1.061
n40_mix3L2M1S,46,eps_ecmp,0.616
n40_mix3L2M1S,46,pure_ocs_ksp_greedy,1.189
n40_mix3L2M1S,46,ocs_eps_preset_dynamic_greedy,1.000
n40_mix3L2M1S,46,pure_ocs_pruned,1.113
n40_mix3L2M1S,46,ocs_eps_pruned,0.983
n40_mix3L2M1S,46,ocs_eps_large_small,1.564
n40_mix3L2M1S,46,ocs_eps_preset_greedy,1.149
n40_mix3L2M1S,46,pure_ocs_3hop_preset,1.113
n40_mix3L2M1S,47,ocs_eps_global_ksp,1.115
n40_mix3L2M1S,47,pure_ocs_ksp,1.485
n40_mix3L2M1S,47,eps_ecmp,1.044
n40_mix3L2M1S,47,pure_ocs_ksp_greedy,1.309
n40_mix3L2M1S,47,ocs_eps_preset_dynamic_greedy,1.000
n40_mix3L2M1S,47,pure_ocs_pruned,1.122
n40_mix3L2M1S,47,ocs_eps_pruned,1.504
n40_mix3L2M1S,47,ocs_eps_large_small,1.719
n40_mix3L2M1S,47,ocs_eps_preset_greedy,1.296
n40_mix3L2M1S,47,pure_ocs_3hop_preset,1.122
n40_mix3L2M1S,48,ocs_eps_global_ksp,0.972
n40_mix3L2M1S,48,pure_ocs_ksp,1.359
n40_mix3L2M1S,48,eps_ecmp,0.916
n40_mix3L2M1S,48,pure_ocs_ksp_greedy,1.382
n40_mix3L2M1S,48,ocs_eps_preset_dynamic_greedy,1.000
n40_mix3L2M1S,48,pure_ocs_pruned,1.084
n40_mix3L2M1S,48,ocs_eps_pruned,1.302
n40_mix3L2M1S,48,ocs_eps_large_small,1.956
n40_mix3L2M1S,48,ocs_eps_preset_greedy,1.714
n40_mix3L2M1S,48,pure_ocs_3hop_preset,1.084
n40_mix3L2M1S,49,ocs_eps_global_ksp,1.430
n40_mix3L2M1S,49,pure_ocs_ksp,1.350
n40_mix3L2M1S,49,eps_ecmp,0.745
n40_mix3L2M1S,49,pure_ocs_ksp_greedy,1.350
n40_mix3L2M1S,49,ocs_eps_preset_dynamic_greedy,1.000
n40_mix3L2M1S,49,pure_ocs_pruned,1.239
n40_mix3L2M1S,49,ocs_eps_pruned,1.398
n40_mix3L2M1S,49,ocs_eps_large_small,1.640
n40_mix3L2M1S,49,ocs_eps_preset_greedy,1.389
n40_mix3L2M1S,49,pure_ocs_3hop_preset,1.239
n40_mix3L2M1S,50,ocs_eps_global_ksp,1.083
n40_mix3L2M1S,50,pure_ocs_ksp,1.294
n40_mix3L2M1S,50,eps_ecmp,0.625
n40_mix3L2M1S,50,pure_ocs_ksp_greedy,1.353
n40_mix3L2M1S,50,ocs_eps_preset_dynamic_greedy,1.000
n40_mix3L2M1S,50,pure_ocs_pruned,1.192
n40_mix3L2M1S,50,ocs_eps_pruned,0.918
n40_mix3L2M1S,50,ocs_eps_large_small,1.596
n40_mix3L2M1S,50,ocs_eps_preset_greedy,1.341
n40_mix3L2M1S,50,pure_ocs_3hop_preset,1.192
n40_mix3L2M1S,51,ocs_eps_global_ksp,1.299
n40_mix3L2M1S,51,pure_ocs_ksp,1.218
n40_mix3L2M1S,51,eps_ecmp,1.249
n40_mix3L2M1S,51,pure_ocs_ksp_greedy,1.200
n40_mix3L2M1S,51,ocs_eps_preset_dynamic_greedy,1.000
n40_mix3L2M1S,51,pure_ocs_pruned,1.294
n40_mix3L2M1S,51,ocs_eps_pruned,0.907
n40_mix3L2M1S,51,ocs_eps_large_small,2.292
n40_mix3L2M1S,51,ocs_eps_preset_greedy,1.408
n40_mix3L2M1S,51,pure_ocs_3hop_preset,1.294
n80_mix4L3M3S,42,ocs_eps_global_ksp,1.504
n80_mix4L3M3S,42,pure_ocs_ksp,1.258
n80_mix4L3M3S,42,eps_ecmp,1.033
n80_mix4L3M3S,42,pure_ocs_ksp_greedy,1.304
n80_mix4L3M3S,42,ocs_eps_preset_dynamic_greedy,1.000
n80_mix4L3M3S,42,pure_ocs_pruned,1.058
n80_mix4L3M3S,42,ocs_eps_pruned,1.144
n80_mix4L3M3S,42,ocs_eps_large_small,1.162
n80_mix4L3M3S,42,ocs_eps_preset_greedy,1.276
n80_mix4L3M3S,42,pure_ocs_3hop_preset,1.058
n80_mix4L3M3S,43,ocs_eps_global_ksp,1.560
n80_mix4L3M3S,43,pure_ocs_ksp,1.086
n80_mix4L3M3S,43,eps_ecmp,1.162
n80_mix4L3M3S,43,pure_ocs_ksp_greedy,1.102
n80_mix4L3M3S,43,ocs_eps_preset_dynamic_greedy,1.000
n80_mix4L3M3S,43,pure_ocs_pruned,1.113
n80_mix4L3M3S,43,ocs_eps_pruned,1.147
n80_mix4L3M3S,43,ocs_eps_large_small,1.033
n80_mix4L3M3S,43,ocs_eps_preset_greedy,0.936
n80_mix4L3M3S,43,pure_ocs_3hop_preset,1.113
n80_mix4L3M3S,44,ocs_eps_global_ksp,1.588
n80_mix4L3M3S,44,pure_ocs_ksp,0.897
n80_mix4L3M3S,44,eps_ecmp,0.894
n80_mix4L3M3S,44,pure_ocs_ksp_greedy,0.922
n80_mix4L3M3S,44,ocs_eps_preset_dynamic_greedy,1.000
n80_mix4L3M3S,44,pure_ocs_pruned,0.810
n80_mix4L3M3S,44,ocs_eps_pruned,1.019
n80_mix4L3M3S,44,ocs_eps_large_small,1.000
n80_mix4L3M3S,44,ocs_eps_preset_greedy,0.839
n80_mix4L3M3S,44,pure_ocs_3hop_preset,0.810
n80_mix4L3M3S,45,ocs_eps_global_ksp,1.406
n80_mix4L3M3S,45,pure_ocs_ksp,0.954
n80_mix4L3M3S,45,eps_ecmp,1.033
n80_mix4L3M3S,45,pure_ocs_ksp_greedy,1.022
n80_mix4L3M3S,45,ocs_eps_preset_dynamic_greedy,1.000
n80_mix4L3M3S,45,pure_ocs_pruned,1.018
n80_mix4L3M3S,45,ocs_eps_pruned,0.957
n80_mix4L3M3S,45,ocs_eps_large_small,1.073
n80_mix4L3M3S,45,ocs_eps_preset_greedy,0.991
n80_mix4L3M3S,45,pure_ocs_3hop_preset,1.018
n80_mix4L3M3S,46,ocs_eps_global_ksp,1.555
n80_mix4L3M3S,46,pure_ocs_ksp,1.076
n80_mix4L3M3S,46,eps_ecmp,1.178
n80_mix4L3M3S,46,pure_ocs_ksp_greedy,0.887
n80_mix4L3M3S,46,ocs_eps_preset_dynamic_greedy,1.000
n80_mix4L3M3S,46,pure_ocs_pruned,1.389
n80_mix4L3M3S,46,ocs_eps_pruned,1.106
n80_mix4L3M3S,46,ocs_eps_large_small,1.081
n80_mix4L3M3S,46,ocs_eps_preset_greedy,1.139
n80_mix4L3M3S,46,pure_ocs_3hop_preset,1.389
n80_mix4L3M3S,47,ocs_eps_global_ksp,1.833
n80_mix4L3M3S,47,pure_ocs_ksp,1.139
n80_mix4L3M3S,47,eps_ecmp,1.311
n80_mix4L3M3S,47,pure_ocs_ksp_greedy,1.067
n80_mix4L3M3S,47,ocs_eps_preset_dynamic_greedy,1.000
n80_mix4L3M3S,47,pure_ocs_pruned,1.105
n80_mix4L3M3S,47,ocs_eps_pruned,0.980
n80_mix4L3M3S,47,ocs_eps_large_small,0.984
n80_mix4L3M3S,47,ocs_eps_preset_greedy,1.078
n80_mix4L3M3S,47,pure_ocs_3hop_preset,1.105
n80_mix4L3M3S,48,ocs_eps_global_ksp,1.647
n80_mix4L3M3S,48,pure_ocs_ksp,0.784
n80_mix4L3M3S,48,eps_ecmp,0.953
n80_mix4L3M3S,48,pure_ocs_ksp_greedy,0.834
n80_mix4L3M3S,48,ocs_eps_preset_dynamic_greedy,1.000
n80_mix4L3M3S,48,pure_ocs_pruned,0.763
n80_mix4L3M3S,48,ocs_eps_pruned,0.874
n80_mix4L3M3S,48,ocs_eps_large_small,0.830
n80_mix4L3M3S,48,ocs_eps_preset_greedy,0.751
n80_mix4L3M3S,48,pure_ocs_3hop_preset,0.763
n80_mix4L3M3S,49,ocs_eps_global_ksp,1.208
n80_mix4L3M3S,49,pure_ocs_ksp,1.130
n80_mix4L3M3S,49,eps_ecmp,0.956
n80_mix4L3M3S,49,pure_ocs_ksp_greedy,0.988
n80_mix4L3M3S,49,ocs_eps_preset_dynamic_greedy,1.000
n80_mix4L3M3S,49,pure_ocs_pruned,1.025
n80_mix4L3M3S,49,ocs_eps_pruned,0.900
n80_mix4L3M3S,49,ocs_eps_large_small,0.919
n80_mix4L3M3S,49,ocs_eps_preset_greedy,1.319
n80_mix4L3M3S,49,pure_ocs_3hop_preset,1.025
n80_mix4L3M3S,50,ocs_eps_global_ksp,1.921
n80_mix4L3M3S,50,pure_ocs_ksp,1.078
n80_mix4L3M3S,50,eps_ecmp,1.284
n80_mix4L3M3S,50,pure_ocs_ksp_greedy,1.044
n80_mix4L3M3S,50,ocs_eps_preset_dynamic_greedy,1.000
n80_mix4L3M3S,50,pure_ocs_pruned,0.980
n80_mix4L3M3S,50,ocs_eps_pruned,1.098
n80_mix4L3M3S,50,ocs_eps_large_small,1.200
n80_mix4L3M3S,50,ocs_eps_preset_greedy,0.965
n80_mix4L3M3S,50,pure_ocs_3hop_preset,0.980
n80_mix4L3M3S,51,ocs_eps_global_ksp,1.583
n80_mix4L3M3S,51,pure_ocs_ksp,1.074
n80_mix4L3M3S,51,eps_ecmp,0.855
n80_mix4L3M3S,51,pure_ocs_ksp_greedy,0.892
n80_mix4L3M3S,51,ocs_eps_preset_dynamic_greedy,1.000
n80_mix4L3M3S,51,pure_ocs_pruned,0.900
n80_mix4L3M3S,51,ocs_eps_pruned,0.966
n80_mix4L3M3S,51,ocs_eps_large_small,0.871
n80_mix4L3M3S,51,ocs_eps_preset_greedy,0.830
n80_mix4L3M3S,51,pure_ocs_3hop_preset,0.900
